,regNo,typeOfInvest,initiationDate,cancelNav,issueNav,dividendIntervalPeriod,guaranteedEarningRate,date,netAsset,estimatedEarningRate,investedUnits,beta,alpha,isCompleted,fiveBest,stock,bond,other,cash,deposit,commodity
168,11793,IssuanceAndCancellation,2022-01-12,1006258.0,1006784.0,1.0,0.0,2023-06-19T00:00:00,19819137470483.0,15.0,19695875.0,0.5963255000000001,-1.9749999999999999,True,4.03,4.03,66.07,0.66,0.01,29.23,0.0
169,11380,IssuanceAndCancellation,2015-12-06,138029.0,138151.0,6.0,0.0,2023-06-19T00:00:00,322442152102.0,17.0,2336040.0,0.6558842500000001,-3.5525,True,7.44,7.54,85.92,0.08,0.07,6.38,0.0
170,11725,Negotiable,2020-07-20,16460.0,16470.0,0.0,0.0,2023-06-19T00:00:00,14945826995696.0,18.0,908000000.0,0.715443,-5.13,True,3.8,4.38,68.66,0.53,0.01,25.8,0.0
171,11675,IssuanceAndCancellation,2020-02-23,2024966.0,2029649.0,0.0,0.0,2023-06-19T00:00:00,2203603281151.0,19.0,1088217.0,0.77500175,-6.7075,True,0.0,0.0,0.0,6.85,0.08,0.04,0.0
172,11859,Negotiable,2021-09-12,15093.0,15108.0,0.0,0.0,2023-06-19T00:00:00,1619294172626.0,20.0,107290940.0,0.8345605,-8.285,True,4.21,10.92,62.73,1.23,0.0,25.12,0.0
173,10767,IssuanceAndCancellation,2010-03-15,78603088.0,78913104.0,0.0,0.0,2023-06-19T00:00:00,587793889952.0,20.0,7478.0,0.89411925,-9.862499999999999,True,32.6,56.58,22.66,0.49,0.03,20.23,0.0
174,11763,Negotiable,2021-03-02,17083.0,17202.0,0.0,0.0,2023-06-19T00:00:00,1479752624025.0,20.0,86620000.0,0.953678,-11.44,True,19.13,98.72,0.0,0.89,0.04,0.35,0.0
175,11409,Negotiable,2016-03-08,49451.0,49503.0,0.0,0.0,2023-06-19T00:00:00,18815445463317.0,20.0,380484042.0,0.9721453,-12.157,True,5.98,8.56,50.24,0.68,0.0,33.64,0.0
176,11692,Negotiable,2020-03-11,20921.0,20939.0,0.0,0.0,2023-06-19T00:00:00,128457904875175.0,20.0,6140090000.0,0.9906126,-12.873999999999999,True,5.74,8.53,45.59,3.04,0.0,39.59,0.0
177,11883,Negotiable,2021-11-07,14501.0,14507.0,0.0,0.0,2023-06-19T00:00:00,128054799052208.0,20.0,8830700000.0,1.0090799,-13.591,True,0.52,0.6,49.67,1.76,0.0,39.87,0.0
178,11569,Negotiable,2019-10-20,25231.0,25249.0,0.0,0.0,2023-06-19T00:00:00,10389337329494.0,20.0,411755500.0,1.0275471999999999,-14.308,True,6.3,6.31,51.14,1.07,0.0,38.99,0.0
179,11959,Negotiable,2022-06-18,12761.0,12765.0,0.0,0.0,2023-06-19T00:00:00,131335579056.0,20.0,10292110.0,1.0460145,-15.024999999999999,True,0.0,0.0,97.85,2.12,0.0,0.03,0.0
180,11588,Negotiable,2018-10-03,28799.0,28822.0,0.0,0.0,2023-06-19T00:00:00,61009112329332.0,20.0,2118432061.0,1.0644818,-15.741999999999999,True,4.31,6.6,53.46,0.51,0.37,35.81,0.0
181,11874,Negotiable,2021-09-15,14697.0,14710.0,0.0,0.0,2023-06-19T00:00:00,41839461227301.0,20.0,2846800000.0,1.0829491,-16.459,True,8.24,9.63,42.51,0.92,0.0,45.67,0.0
182,11776,Negotiable,2021-01-23,16584.0,16603.0,0.0,0.0,2023-06-19T00:00:00,24936058100575.0,20.0,1503636225.0,1.1014164,-17.176,True,9.61,12.86,36.86,0.47,0.0,49.81,0.845
183,11722,Negotiable,2020-09-17,18286.0,18302.0,0.0,0.0,2023-06-19T00:00:00,32037533324916.0,19.714285714285715,1752000000.0,1.1198837,-17.893,True,6.12,9.44,31.06,4.43,0.0,51.42,1.69
184,10787,IssuanceAndCancellation,2010-10-12,1186244.0,1194391.0,0.0,0.0,2023-06-19T00:00:00,2973597240848.0,19.428571428571427,2506733.0,1.138351,-18.61,True,45.04,98.47,0.0,0.06,0.01,1.47,0.0
185,11838,Negotiable,2021-07-19,15385.0,15392.0,0.0,0.0,2023-06-19T00:00:00,4096046379526.0,19.142857142857142,266228158.0,1.1360273539823007,-18.25498121238938,True,0.92,0.92,24.98,9.71,0.0,58.92,5.36
186,11926,IssuanceAndCancellation,2022-04-10,12981.0,12986.0,0.0,0.0,2023-06-19T00:00:00,174394259821.0,18.857142857142858,13433578.0,1.1337037079646017,-17.89996242477876,True,2.0,2.88,50.63,4.52,1.19,40.18,0.0
187,11315,Negotiable,2015-04-25,56057.0,56124.0,0.0,0.0,2023-06-19T00:00:00,128934336103626.0,18.571428571428573,2300045907.0,1.1313800619469025,-17.544943637168142,True,10.31,14.1,59.01,0.86,0.0,25.97,0.0
188,11955,Negotiable,2022-04-27,11412.0,11426.0,0.0,0.0,2023-06-19T00:00:00,3191063504133.0,18.285714285714285,279600000.0,1.1290564159292034,-17.18992484955752,True,13.84,15.74,35.6,13.3,0.31,34.6,0.0
189,11383,IssuanceAndCancellation,2015-12-01,1036059.0,1037731.0,1.0,0.0,2023-06-19T00:00:00,50012511472443.0,18.0,48271874.0,1.1267327699115044,-16.834906061946903,True,4.25,13.37,55.31,0.49,0.0,30.83,0.025
190,11518,Negotiable,2017-12-30,35570.0,35601.0,0.0,0.0,2023-06-19T00:00:00,26331139047976.0,20.0,740269890.0,1.1244091238938052,-16.47988727433628,True,5.75,12.09,52.66,0.43,0.0,34.82,0.05
191,11626,Negotiable,2019-02-19,18683.0,18706.0,0.0,0.0,2023-06-19T00:00:00,12010488915973.0,19.25,642865314.0,1.122085477876106,-16.124868486725664,True,5.3,13.97,53.03,0.35,0.0,32.65,0.07500000000000001
192,11698,Negotiable,2020-04-08,18580.0,18593.0,0.0,0.0,2023-06-19T00:00:00,20128711110804.0,18.5,1083338511.0,1.119761831858407,-15.769849699115044,True,1.86,6.91,45.12,1.25,0.0,45.32,0.1
193,11969,IssuanceAndCancellation,2022-06-18,12473.0,12477.0,0.0,0.0,2023-06-19T00:00:00,1758868429848.0,17.75,141012323.0,1.1174381858407079,-15.414830911504424,True,0.0,0.0,79.42,2.92,0.0,17.67,0.0
194,10784,IssuanceAndCancellation,2019-07-01,1009634.0,1011087.0,1.0,0.0,2023-06-19T00:00:00,11244426006848.0,17.0,11137121.0,1.1151145398230087,-15.059812123893805,True,15.77,15.92,33.11,5.11,0.0,42.42,0.0
195,11416,Negotiable,2016-08-01,10248.0,10258.0,1.0,0.0,2023-06-19T00:00:00,24545867434891.0,16.75,2395033298.0,1.1127908938053097,-14.704793336283185,True,8.67,9.61,41.62,0.58,0.0,46.72,0.66
196,11916,Negotiable,2022-02-07,14049.0,14081.0,0.0,0.0,2023-06-19T00:00:00,624893628148.0,16.5,44476986.0,1.1104672477876105,-14.349774548672567,True,22.54,22.64,73.86,2.93,0.0,0.37,0.0
197,11753,Negotiable,2020-12-27,16879.0,16895.0,0.0,0.0,2023-06-19T00:00:00,1250799877674.0,16.25,74100294.0,1.1081436017699113,-13.994755761061946,True,8.53,8.53,71.11,0.22,0.02,19.81,0.0
198,11379,IssuanceAndCancellation,2015-10-17,1243910.0,1247697.0,1.0,0.0,2023-06-19T00:00:00,18102481494024.0,16.0,14552890.0,1.1058199557522124,-13.639736973451328,True,18.88,27.09,62.9,0.16,0.0,9.85,0.13
199,11841,Negotiable,2021-08-22,10911.0,10919.0,0.0,0.0,2023-06-19T00:00:00,2349215377675.0,16.0,215312999.0,1.1034963097345132,-13.284718185840708,True,7.15,10.86,47.52,0.82,0.0,40.79,0.26
200,11049,IssuanceAndCancellation,2012-04-14,1002754.0,1004230.0,1.0,0.0,2023-06-19T00:00:00,46080585479305.0,20.0,45954009.0,1.101172663716814,-12.929699398230088,True,13.95,15.84,27.35,6.92,0.0,45.01,0.39
201,11820,Negotiable,2021-04-12,15684.0,15697.0,0.0,0.0,2023-06-19T00:00:00,158293373648085.0,20.333333333333332,10092400000.0,1.098849017699115,-12.574680610619469,True,3.9,7.87,49.9,1.08,0.0,39.5,0.02
202,11391,IssuanceAndCancellation,2015-12-16,32203.0,32237.0,0.0,0.0,2023-06-19T00:00:00,230579153680.0,20.666666666666668,7160039.0,1.0965253716814158,-12.219661823008849,True,10.26,10.26,76.56,3.05,0.0,10.13,0.0
203,11920,Negotiable,2022-02-27,10115.0,10125.0,1.0,0.0,2023-06-19T00:00:00,5747071488518.0,21.0,568162900.0,1.0942017256637167,-11.864643035398231,True,10.81,12.15,36.6,0.69,0.0,50.56,0.055
204,11513,Negotiable,2017-08-21,10092.0,10104.0,1.0,0.0,2023-06-19T00:00:00,97670407554667.0,19.5,9677600000.0,1.0918780796460177,-11.50962424778761,True,3.02,7.58,38.69,0.45,0.0,42.12,0.11
205,11302,IssuanceAndCancellation,2014-12-16,1002631.0,1003202.0,1.0,0.0,2023-06-19T00:00:00,65336465259585.0,18.0,65164956.0,1.0895544336283185,-11.154605460176992,True,2.04,2.08,37.29,0.44,0.19,51.02,0.0
206,11459,Negotiable,2016-12-18,43269.0,43312.0,0.0,0.0,2023-06-19T00:00:00,41383937765973.0,17.25,956425485.0,1.0872307876106193,-10.799586672566372,True,8.5,12.61,22.02,1.85,0.0,62.97,0.0
207,11411,IssuanceAndCancellation,2016-03-08,1017318.0,1018886.0,1.0,0.0,2023-06-19T00:00:00,365320966794.0,16.5,359102.0,1.0849071415929203,-10.444567884955752,True,12.01,19.44,45.56,1.29,0.01,33.71,0.0
208,11917,IssuanceAndCancellation,2022-03-09,1008951.0,1009198.0,1.0,0.0,2023-06-19T00:00:00,2117241825394.0,15.75,2098458.0,1.0825834955752212,-10.089549097345133,True,0.0,0.0,67.55,1.9,0.63,30.66,0.0
209,11449,IssuanceAndCancellation,2016-09-24,1019864.0,1020313.0,1.0,0.0,2023-06-19T00:00:00,15332183202968.0,15.0,15033551.0,1.080259849557522,-9.734530309734513,True,3.42,3.42,48.71,5.05,0.0,41.94,0.0
210,11551,IssuanceAndCancellation,2018-02-10,10090.0,10104.0,1.0,0.0,2023-06-19T00:00:00,8128634968501.0,18.0,805556737.0,1.077936203539823,-9.379511522123893,True,14.44,16.21,33.9,0.94,0.0,47.45,0.0
211,10581,IssuanceAndCancellation,2011-10-16,1003402.0,1004406.0,1.0,0.0,2023-06-19T00:00:00,27127787457513.0,17.0,27035797.0,1.0756125575221238,-9.024492734513274,True,6.96,7.54,40.19,0.96,0.0,45.5,3.75
212,11421,IssuanceAndCancellation,2016-04-17,1002520.0,1003273.0,1.0,0.0,2023-06-19T00:00:00,2902593779255.0,16.5,2895297.0,1.0732889115044246,-8.669473946902656,True,5.5,5.5,39.97,0.5,0.01,46.11,0.0
213,11381,IssuanceAndCancellation,2015-12-17,6753505.0,6782246.0,6.0,0.0,2023-06-19T00:00:00,1483799138404.0,16.0,219708.0,1.0709652654867257,-8.314455159292036,True,23.39,61.46,28.13,0.59,0.0,9.82,0.0
214,11420,IssuanceAndCancellation,2016-04-05,56727.0,56823.0,0.0,0.0,2023-06-19T00:00:00,157343346938.0,16.5,2773662.0,1.0686416194690265,-7.9594363716814165,True,13.08,20.6,49.59,2.19,0.11,25.6,0.0
215,10845,IssuanceAndCancellation,2011-04-04,1016665.0,1017433.0,1.0,0.0,2023-06-19T00:00:00,26653010065039.0,17.0,26216116.0,1.0663179734513273,-7.604417584070797,True,6.73,7.56,36.68,0.98,0.02,53.23,0.73
216,11145,IssuanceAndCancellation,2013-04-28,1001973.0,1002926.0,1.0,0.0,2023-06-19T00:00:00,255531378968747.0,18.0,255028186.0,1.0639943274336283,-7.249398796460177,True,4.83,9.82,50.27,0.59,0.03,37.66,0.11
217,10911,IssuanceAndCancellation,2011-09-25,1008872.0,1009857.0,1.0,0.0,2023-06-19T00:00:00,70832682153466.0,17.2,70209720.0,1.0616706814159291,-6.8943800088495575,True,5.48,10.53,46.18,0.67,0.01,40.64,0.0
218,10864,IssuanceAndCancellation,2011-05-14,752146.0,756575.0,0.0,0.0,2023-06-19T00:00:00,444267181291.0,16.1,590666.0,1.05934703539823,-6.539361221238938,True,44.57,83.5,0.43,2.6,0.0,13.48,0.0
219,11394,IssuanceAndCancellation,2015-12-08,1017479.0,1018170.0,1.0,0.0,2023-06-19T00:00:00,29328570766831.0,15.0,28824724.0,1.057023389380531,-6.184342433628318,True,5.48,7.7,31.56,0.55,0.05,58.58,0.0
220,11667,Negotiable,2022-05-10,10191.0,10197.0,1.0,0.0,2023-06-19T00:00:00,1614063955841.0,15.0,158374380.0,1.0546997433628318,-5.8293236460176985,True,6.44,6.44,42.42,0.77,0.03,50.34,0.0
221,11500,Negotiable,2017-04-23,10105.0,10112.0,1.0,0.0,2023-06-19T00:00:00,54018398231059.0,15.0,5345546284.0,1.0523760973451326,-5.474304858407081,True,0.23,0.23,68.09,2.53,0.0,29.15,0.0
222,11918,IssuanceAndCancellation,2022-01-16,10179.0,10192.0,1.0,0.0,2023-06-19T00:00:00,470137543182.0,15.0,46186217.0,1.0500524513274336,-5.119286070796461,True,8.19,13.47,70.44,0.52,0.03,15.54,0.0
223,10720,IssuanceAndCancellation,2009-06-30,1044959.0,1045947.0,1.0,0.0,2023-06-19T00:00:00,3984864636580.0,15.0,3813419.0,1.0477288053097344,-4.764267283185841,True,10.51,10.69,49.4,1.38,0.25,38.28,0.0
224,10915,IssuanceAndCancellation,2011-10-11,1007866.0,1008550.0,1.0,0.0,2023-06-19T00:00:00,29384886714708.0,16.0,29155520.0,1.0454051592920353,-4.409248495575222,True,3.48,7.03,38.52,1.18,0.0,52.39,0.0
225,11767,Negotiable,2021-08-22,10179.0,10183.0,1.0,0.0,2023-06-19T00:00:00,33903525221606.0,18.0,3330671431.0,1.0430815132743363,-4.054229707964602,True,0.04,0.04,63.09,0.48,0.0,32.85,0.01
226,11405,IssuanceAndCancellation,2016-02-17,1008854.0,1009597.0,1.0,0.0,2023-06-19T00:00:00,130215464247023.0,20.0,129072608.0,1.040757867256637,-3.6992109203539822,True,2.308898,1.565382,67.24875,0.664199,0.0,25.293691,0.0
227,10766,IssuanceAndCancellation,2010-03-07,1004044.0,1005542.0,1.0,0.0,2023-06-19T00:00:00,18604420015955.0,15.0,18529484.0,1.038434221238938,-3.3441921327433626,True,9.37,18.08,56.8,0.35,0.31,24.46,0.0
228,11343,IssuanceAndCancellation,2015-06-20,110312.0,110477.0,1.0,0.0,2023-06-19T00:00:00,81236584251424.0,18.0,736426485.0,1.036110575221239,-2.9891733451327447,True,4.13,11.58,76.31,0.33,0.0,11.78,0.0
229,11660,Negotiable,2019-09-24,10199.0,10204.0,1.0,0.0,2023-06-19T00:00:00,5850448462126.0,19.0,573629194.0,1.0337869292035398,-2.634154557522125,True,2.6,2.6,62.14,0.38,0.0,34.87,0.0
230,11277,IssuanceAndCancellation,2014-09-03,56837.0,56848.0,0.0,0.0,2023-06-19T00:00:00,231054122689794.0,20.0,4065227154.0,1.0314632831858406,-2.2791357699115053,True,0.46,5.74,89.47,0.05,0.0,4.74,0.0
231,11075,IssuanceAndCancellation,2012-07-01,1018171.0,1019104.0,1.0,0.0,2023-06-19T00:00:00,180642780560098.0,17.0,177418909.0,1.0291396371681416,-1.924116982300884,True,2.4,10.42,56.8,0.57,0.0,32.21,0.0
232,11329,IssuanceAndCancellation,2021-05-22,4249877.0,4254469.0,0.0,0.0,2023-06-19T00:00:00,1142507384506.0,17.5,268833.0,1.0268159911504424,-1.569098194690266,True,79.98,79.98,0.01,0.12,0.0,3.05,0.0
233,11738,IssuanceAndCancellation,2020-09-17,101780.0,101939.0,1.0,0.0,2023-06-19T00:00:00,7762694438577.0,18.0,76268772.0,1.0244923451327432,-1.2140794070796481,True,15.46,19.27,33.38,0.51,0.07,45.31,1.45
234,11161,IssuanceAndCancellation,2013-07-09,1006776.0,1008750.0,1.0,0.0,2023-06-19T00:00:00,13451860984250.0,18.0,13361331.0,1.0221686991150443,-0.8590606194690267,True,16.49,22.83,41.91,1.32,0.0,33.94,0.725
235,10920,Negotiable,2019-10-12,10067.0,10077.0,1.0,0.0,2023-06-19T00:00:00,9392513029227.0,17.5,932967518.0,1.019845053097345,-0.5040418318584088,True,10.37,10.37,64.63,0.43,0.0,24.58,0.0
236,10895,IssuanceAndCancellation,2011-08-14,1018130.0,1018981.0,1.0,0.0,2023-06-19T00:00:00,2071739933535.0,17.0,2034849.0,1.017521407079646,-0.14902304424778734,True,3.16,7.2,54.9,2.37,0.0,35.53,0.9
237,10639,IssuanceAndCancellation,2009-02-02,1001977.0,1003642.0,1.0,0.0,2023-06-19T00:00:00,55824164464582.0,15.0,55713970.0,1.015197761061947,0.20599574336283055,True,18.66,20.16,49.67,0.97,0.0,26.68,1.8
238,11158,IssuanceAndCancellation,2013-06-25,1007356.0,1009453.0,3.0,0.0,2023-06-19T00:00:00,13772847631841.0,17.0,13672268.0,1.0128741150442477,0.561014530973452,True,6.94,20.26,67.9,0.67,0.0,9.04,0.13
239,11338,IssuanceAndCancellation,2015-06-01,1002406.0,1003139.0,1.0,0.0,2023-06-19T00:00:00,44621873547950.0,18.0,44514769.0,1.0105504690265485,0.9160333185840699,True,6.38,6.92,49.16,0.78,0.07,41.16,0.0
240,11217,IssuanceAndCancellation,2014-01-28,1007673.0,1009216.0,1.0,0.0,2023-06-19T00:00:00,9075084227573.0,18.0,9005973.0,1.0082268230088496,1.2710521061946878,True,7.78,14.96,44.42,0.82,0.27,36.14,0.55
241,11517,IssuanceAndCancellation,2017-07-22,10070.0,10085.0,1.0,0.0,2023-06-19T00:00:00,106657723417672.0,17.5,10591234295.0,1.0059031769911504,1.6260708938053092,True,5.28,14.63,47.97,0.29,0.0,34.05,0.0
242,11521,IssuanceAndCancellation,2017-09-19,10074.0,10083.0,1.0,0.0,2023-06-19T00:00:00,1876539867779.0,15.0,186258768.0,1.0035795309734512,1.9810896814159271,True,4.55,7.82,64.0,0.48,0.0,27.69,0.0
243,11014,IssuanceAndCancellation,2012-02-21,1018105.0,1018643.0,1.0,0.0,2023-06-19T00:00:00,6818865866988.0,16.0,6697603.0,1.0012558849557522,2.3361084690265486,True,1.83,5.89,53.82,1.05,0.0,39.24,0.0
244,11460,Negotiable,2016-12-24,10092.0,10105.0,1.0,0.0,2023-06-19T00:00:00,33041786763071.0,20.0,3273995457.0,0.998932238938053,2.6911272566371665,True,11.58,18.89,50.71,1.32,0.0,29.08,0.0
245,11367,Negotiable,2015-03-03,10385.0,10396.0,0.0,0.0,2023-06-19T00:00:00,5502531870792.0,17.5,529857808.0,0.9966085929203539,3.046146044247788,True,7.57,12.0,63.96,0.43,0.0,23.61,0.0
246,11090,IssuanceAndCancellation,2012-09-10,1217385.0,1218547.0,1.0,0.0,2023-06-19T00:00:00,48073445641696.0,15.0,39489109.0,0.9942849469026548,3.401164831858406,True,1.32,11.72,35.02,0.88,0.01,52.37,0.0
247,11741,IssuanceAndCancellation,2020-09-27,10028.0,10040.0,1.0,0.0,2023-06-19T00:00:00,2945297796920.0,16.5,293680471.0,0.9919613008849557,3.7561836194690272,True,9.79,9.79,82.77,2.62,0.02,2.06,0.0
248,11665,IssuanceAndCancellation,2019-10-09,1004071.0,1005232.0,1.0,0.0,2023-06-19T00:00:00,507566146673.0,18.0,505508.0,0.9896376548672565,4.111202407079645,True,13.14,13.14,65.21,0.22,0.17,21.25,0.0
249,11008,IssuanceAndCancellation,2012-01-27,1016665.0,1017842.0,1.0,0.0,2023-06-19T00:00:00,62772350395350.0,16.0,61743356.0,0.9873140088495574,4.466221194690263,True,6.27,11.06,42.08,0.68,0.0,45.21,0.0
250,11385,IssuanceAndCancellation,2015-11-14,1017412.0,1018703.0,1.0,0.0,2023-06-19T00:00:00,32204568683009.0,15.0,31653417.0,0.9849903628318584,4.8212399823008845,True,4.71,11.28,34.51,2.73,0.22,45.84,0.0
251,10919,IssuanceAndCancellation,2011-10-10,1017616.0,1018842.0,1.0,0.0,2023-06-19T00:00:00,547555999911780.0,20.0,538076783.0,0.9826667168141592,5.176258769911502,True,3.73359,1.361416,66.331461,0.371577,0.0,27.597785,0.0
252,11512,IssuanceAndCancellation,2017-05-27,12823033.0,12842226.0,0.0,0.0,2023-06-19T00:00:00,9857912349808.0,18.333333333333332,768766.0,0.9803430707964601,5.531277557522124,True,95.29,96.41,0.27,2.06,0.0,1.26,0.0
253,11673,Negotiable,2019-11-17,10195.0,10200.0,1.0,0.0,2023-06-19T00:00:00,1977984518201.0,16.666666666666668,194003285.0,0.978019424778761,5.886296345132742,True,2.79,2.79,54.81,0.4,0.0,41.62,0.0
254,10748,IssuanceAndCancellation,2010-01-11,1001874.0,1003114.0,1.0,0.0,2023-06-19T00:00:00,7275333718279.0,15.0,7261721.0,0.9756957787610618,6.241315132743363,True,14.75,14.75,39.73,0.31,0.0,45.21,0.0
255,11661,IssuanceAndCancellation,2019-09-07,1001085.0,1003963.0,1.0,0.0,2023-06-19T00:00:00,103863592561.0,17.5,103751.0,0.9733721327433628,6.596333920353981,True,30.17,35.6,40.21,1.66,0.0,22.19,0.0
256,10778,IssuanceAndCancellation,2010-05-09,1001909.0,1004753.0,1.0,0.0,2023-06-19T00:00:00,906138522194.0,20.0,904412.0,0.9710484867256637,6.9513527079646025,True,25.37,40.55,44.76,0.83,0.0,13.86,0.01
257,11098,IssuanceAndCancellation,2012-10-09,1002016.0,1003306.0,1.0,0.0,2023-06-19T00:00:00,533383063981228.0,17.0,532309730.0,0.9687248407079645,7.30637149557522,True,3.48,13.13,45.36,0.82,0.0,37.94,0.02
258,11310,IssuanceAndCancellation,2015-04-06,1013507.0,1014897.0,1.0,0.0,2023-06-19T00:00:00,475139006153365.0,18.5,468806795.0,0.9664011946902654,7.661390283185838,True,2.85,9.57,73.47,0.23,0.0,16.73,0.01
259,11340,Negotiable,2015-08-08,10001.0,10013.0,1.0,0.0,2023-06-19T00:00:00,1712272931339.0,9.25,171200000.0,0.9640775486725663,8.01640907079646,True,6.9,9.48,76.64,0.16,0.3,9.01,0.0
260,11495,IssuanceAndCancellation,2017-05-02,1001031.0,1001270.0,1.0,0.0,2023-06-19T00:00:00,2032593464666.0,0.0,2030498.0,0.9617539026548672,8.371427858407078,True,1.633802,0.0,31.464145,1.671759,0.0,65.230294,0.0
261,11142,IssuanceAndCancellation,2013-04-13,1006290.0,1008231.0,1.0,0.0,2023-06-19T00:00:00,104000265505721.0,15.0,103350101.0,0.9594302566371681,8.726446646017699,True,8.86,22.11,43.13,1.95,0.0,31.95,0.0
262,11562,IssuanceAndCancellation,2018-02-17,10180.0,10185.0,1.0,0.0,2023-06-19T00:00:00,993370206740.0,20.0,97582575.0,0.957106610619469,9.081465433628317,True,1.42,1.53,93.95,4.09,0.03,0.4,0.0
263,11701,IssuanceAndCancellation,2020-07-26,1008643.0,1009316.0,1.0,0.0,2023-06-19T00:00:00,8554309343451.0,18.0,8481003.0,0.9547829646017698,9.436484221238938,True,3.48,5.9,71.12,0.42,0.7,21.63,0.0
264,11499,Negotiable,2017-04-24,18670.0,18702.0,0.0,0.0,2023-06-19T00:00:00,2497004963511.0,20.0,133745881.0,0.9524593185840707,9.791503008849556,True,11.46,18.17,79.94,1.82,0.0,0.07,0.41
265,10765,IssuanceAndCancellation,2010-03-17,1006717.0,1008066.0,1.0,0.0,2023-06-19T00:00:00,112113230550902.0,16.0,111365133.0,0.9501356725663717,10.146521796460174,True,12.22,14.55,57.49,0.63,0.0,25.75,0.82
266,10929,IssuanceAndCancellation,2011-10-26,1013802.0,1016220.0,1.0,0.0,2023-06-19T00:00:00,1230675690891.0,18.0,1213921.0,0.9478120265486725,10.501540584070796,True,20.22,27.99,53.61,0.53,0.0,10.06,0.0
267,10883,IssuanceAndCancellation,2011-07-18,1017131.0,1017898.0,1.0,0.0,2023-06-19T00:00:00,86744911030633.0,17.0,85283860.0,0.9454883805309734,10.856559371681413,True,6.47,8.07,48.59,0.55,0.0,42.71,0.0
268,11756,IssuanceAndCancellation,2021-09-15,1002535.0,1002834.0,3.0,0.0,2023-06-19T00:00:00,690633640134.0,16.0,688887.0,0.9431647345132743,11.211578159292035,True,1.47,1.47,41.75,1.11,0.0,55.67,0.0
269,11476,IssuanceAndCancellation,2017-03-06,1048668.0,1050710.0,3.0,0.0,2023-06-19T00:00:00,282130741561.0,17.0,269037.0,0.9408410884955751,11.566596946902653,True,6.34,18.68,78.11,0.93,0.01,0.77,0.0
270,11442,IssuanceAndCancellation,2016-07-23,1011324.0,1012577.0,1.0,0.0,2023-06-19T00:00:00,275134806024.0,16.5,272054.0,0.938517442477876,11.921615734513274,True,11.17,12.48,84.57,1.45,0.01,1.19,0.0
271,10885,IssuanceAndCancellation,2011-07-06,2038528.0,2047151.0,0.0,0.0,2023-06-19T00:00:00,2272019067702.0,16.0,1114539.0,0.936193796460177,12.276634522123892,True,37.32,59.03,22.61,0.6,0.0,17.75,0.0
272,11316,IssuanceAndCancellation,2014-10-18,3517464.0,3520273.0,0.0,0.0,2023-06-19T00:00:00,359664291763.0,15.5,102251.0,0.9338701504424778,12.63165330973451,True,0.0,0.0,41.62,0.51,0.01,2.0,0.0
273,11256,IssuanceAndCancellation,2014-05-19,1011918.0,1012784.0,1.0,0.0,2023-06-19T00:00:00,101464102063.0,15.0,100269.0,0.9315465044247787,12.986672097345132,True,7.03,7.03,89.76,2.95,0.06,0.2,0.0
274,11427,IssuanceAndCancellation,2016-05-02,22200.0,22211.0,0.0,0.0,2023-06-19T00:00:00,109211327872.0,16.0,4919300.0,0.9292228584070796,13.34169088495575,True,0.99,0.99,94.43,1.11,0.04,3.43,0.0
275,11290,IssuanceAndCancellation,2014-09-23,1048864.0,1050522.0,3.0,0.0,2023-06-19T00:00:00,54849318331.0,17.0,52294.0,0.9268992123893804,13.69670967256637,True,4.96,15.14,77.97,3.08,0.01,1.41,0.0
276,11148,IssuanceAndCancellation,2013-04-28,10161.0,10174.0,1.0,0.0,2023-06-19T00:00:00,2365713732898.0,15.0,232801577.0,0.9245755663716814,14.051728460176989,True,6.41,10.87,80.36,0.11,0.01,8.66,0.0
277,11896,Negotiable,2021-11-15,1214745.0,1218425.0,0.0,0.0,2023-06-17T00:00:00,12147445696449.0,20.0,10000000.0,0.9222519203539823,14.406747247787607,True,43.84,43.84,0.0,55.23,0.0,0.93,0.0
278,11386,IssuanceAndCancellation,2015-11-10,1059181.0,1059590.0,0.0,0.0,2023-06-19T00:00:00,1032186901773.0,19.846153846153847,974514.0,0.9199282743362831,14.761766035398232,True,24.2,24.2,0.0,75.49,0.0,0.31,0.0
279,11168,IssuanceAndCancellation,2013-08-14,1005201.0,1006624.0,1.0,0.0,2023-06-19T00:00:00,1364342186584.0,19.692307692307693,1357282.0,0.917604628318584,15.11678482300885,True,10.48,16.2,45.45,1.03,0.01,37.31,0.0
280,11882,IssuanceAndCancellation,2021-09-26,1297213.0,1299562.0,0.0,0.0,2023-06-19T00:00:00,184528624937.0,19.53846153846154,142250.0,0.915280982300885,15.471803610619467,True,11.46,11.46,82.84,4.69,2.72,0.0,0.0
281,11679,IssuanceAndCancellation,2020-02-19,901421.0,902380.0,0.0,0.0,2023-06-19T00:00:00,2526731223913.0,19.384615384615383,2803052.0,0.9129573362831858,15.826822398230085,True,63.16,68.64,0.0,35.21,0.0,5.08,0.0
282,11813,IssuanceAndCancellation,2021-03-08,1298215.0,1299935.0,0.0,0.0,2023-06-19T00:00:00,72444193276544.0,19.23076923076923,55802935.0,0.9106336902654867,16.181841185840703,True,82.66,90.96,0.21,8.67,0.04,0.12,0.0
283,11435,IssuanceAndCancellation,2016-06-23,19646945.0,19674574.0,0.0,0.0,2023-06-19T00:00:00,36388383012254.0,19.076923076923077,1852114.0,0.9083100442477876,16.536859973451328,True,94.25,94.25,0.0,5.61,0.0,0.02,0.0
